Continent,Country,Date,Title,Region,SoilLEX.Keyword,translated.title,Link
Europe,Luxembourg,23/10/2000,Water Framework Directive,European Union,Soil pollution,Water Framework Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC023005/
Europe,Luxembourg,23/10/2000,Water Framework Directive,European Union,Waterlogging,Water Framework Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC023005/
Europe,Luxembourg,27/06/2001,Strategic Environmental Assessment Directive,European Union,Soil conservation,Strategic Environmental Assessment Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC034996/
Europe,Luxembourg,21/04/2004,Environmental Liability Directive,European Union,Soil pollution,Environmental Liability Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC043202/
Europe,Luxembourg,21/04/2004,Environmental Liability Directive,European Union,Soil restoration,Environmental Liability Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC043202/
Europe,Luxembourg,15/03/2006,Waste Management Extractive Industries Directive,European Union,Soil pollution,Waste Management Extractive Industries Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC087096/
Europe,Luxembourg,12/12/2006,Groundwater Directive,European Union,Soil pollution,Groundwater Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC068257/
Europe,Luxembourg,14/03/2007,INSPIRE Directive,European Union,Soil monitoring,INSPIRE Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC188774/
Europe,Luxembourg,23/10/2007,Floods Directive,European Union,Soil sealing,Floods Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC074931/
Europe,Luxembourg,23/10/2007,Floods Directive,European Union,Waterlogging,Floods Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC074931/
Europe,Luxembourg,19/11/2008,Waste Framework Directive,European Union,Soil pollution,Waste Framework Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC083580
Europe,Luxembourg,23/04/2009,CCS Directive,European Union,Soil organic carbon loss,CCS Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC105010/
Europe,Luxembourg,21/10/2009,Pesticides Directive,European Union,Soil pollution,Pesticides Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC113943/
Europe,Luxembourg,24/11/2010,Industrial Emissions Directive,European Union,Soil pollution,Industrial Emissions Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC109066/
Europe,Luxembourg,24/11/2010,Industrial Emissions Directive,European Union,Waterlogging,Industrial Emissions Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC109066/
Europe,Luxembourg,9/03/2011,Regulation (EU) No. 305/2011 of the European Parliament and of the Council laying down harmonised conditions for the marketing of construction products and repealing Council Directive 89/106/EEC.,European Union,Soil pollution,Regulation (EU) No. 305/2011 of the European Parliament and of the Council laying down harmonised conditions for the marketing of construction products and repealing Council Directive 89/106/EEC.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197018/
Europe,Luxembourg,13/12/2011,Environmental Impact Assessment Directive,European Union,Soil conservation,Environmental Impact Assessment Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC109726/
Europe,Luxembourg,13/12/2011,Environmental Impact Assessment Directive,European Union,Soil sealing,Environmental Impact Assessment Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC109726/
Europe,Luxembourg,21/05/2013,LULUCF Decision,European Union,Soil conservation,LULUCF Decision,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC125073/
Europe,Luxembourg,21/05/2013,LULUCF Decision,European Union,Soil organic carbon loss,LULUCF Decision,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC125073/
Europe,Luxembourg,20/11/2013,"Decision No. 1386/2013/EU of the European Parliament and of the Council on a General Union Environment Action Programme to 2020 'Living well, within the limits of our planet'.",European Union,Soil conservation,"Decision No. 1386/2013/EU of the European Parliament and of the Council on a General Union Environment Action Programme to 2020 'Living well, within the limits of our planet'.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC129696/
Europe,Luxembourg,11/12/2013,Regulation (EU) No. 1293/2013 of the European Parliament and of the Council on the establishment of a Programme for the Environment and Climate Action (LIFE) and repealing Regulation (EC) No. 614/2007.,European Union,Soil conservation,Regulation (EU) No. 1293/2013 of the European Parliament and of the Council on the establishment of a Programme for the Environment and Climate Action (LIFE) and repealing Regulation (EC) No. 614/2007.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC129522/
Europe,Luxembourg,17/12/2013,Regulation (EU) No. 1300/2013 of the European Parliament and of the Council on the Cohesion Fund and repealing Council Regulation (EC) No. 1084/2006.,European Union,Soil biodiversity loss,Regulation (EU) No. 1300/2013 of the European Parliament and of the Council on the Cohesion Fund and repealing Council Regulation (EC) No. 1084/2006.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197015/
Europe,Luxembourg,17/12/2013,Regulation (EU) No. 1305/2013 of the European Parliament and of the Council on support for rural development by the European Agricultural Fund for Rural Development (EAFRD) and repealing Council Regulation (EC) No. 1698/2005.,European Union,Soil erosion,Regulation (EU) No. 1305/2013 of the European Parliament and of the Council on support for rural development by the European Agricultural Fund for Rural Development (EAFRD) and repealing Council Regulation (EC) No. 1698/2005.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC129734/
Europe,Luxembourg,17/12/2013,"Regulation (EU) No. 1306/2013 of the European Parliament and of the Council on the financing, management and monitoring of the common agricultural policy and repealing Council Regulations (EEC) No. 352/78, (EC) No. 165/94, (EC) No. 2799/98, (EC) No. 814/2000, (EC) No. 1290/2005 and (EC) No. 485/2008.",European Union,Soil erosion,"Regulation (EU) No. 1306/2013 of the European Parliament and of the Council on the financing, management and monitoring of the common agricultural policy and repealing Council Regulations (EEC) No. 352/78, (EC) No. 165/94, (EC) No. 2799/98, (EC) No. 814/2000, (EC) No. 1290/2005 and (EC) No. 485/2008.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC130015/
Europe,Luxembourg,17/12/2013,"Regulation (EU) No. 1306/2013 of the European Parliament and of the Council on the financing, management and monitoring of the common agricultural policy and repealing Council Regulations (EEC) No. 352/78, (EC) No. 165/94, (EC) No. 2799/98, (EC) No. 814/2000, (EC) No. 1290/2005 and (EC) No. 485/2008.",European Union,Soil organic carbon loss,"Regulation (EU) No. 1306/2013 of the European Parliament and of the Council on the financing, management and monitoring of the common agricultural policy and repealing Council Regulations (EEC) No. 352/78, (EC) No. 165/94, (EC) No. 2799/98, (EC) No. 814/2000, (EC) No. 1290/2005 and (EC) No. 485/2008.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC130015/
Europe,Luxembourg,17/12/2013,Regulation (EU) No. 1305/2013 of the European Parliament and of the Council on support for rural development by the European Agricultural Fund for Rural Development (EAFRD) and repealing Council Regulation (EC) No. 1698/2005.,European Union,Soil organic carbon loss,Regulation (EU) No. 1305/2013 of the European Parliament and of the Council on support for rural development by the European Agricultural Fund for Rural Development (EAFRD) and repealing Council Regulation (EC) No. 1698/2005.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC129734/
Europe,Luxembourg,17/12/2013,Regulation (EU) No. 1301/2013 of the European Parliament and of the Council on the European Regional Development Fund and on specific provisions concerning the Investment for growth and jobs goal and repealing Regulation (EC) No. 1080/2006.,European Union,Soil pollution,Regulation (EU) No. 1301/2013 of the European Parliament and of the Council on the European Regional Development Fund and on specific provisions concerning the Investment for growth and jobs goal and repealing Regulation (EC) No. 1080/2006.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197017/
Europe,Luxembourg,17/12/2013,Regulation (EU) No. 1300/2013 of the European Parliament and of the Council on the Cohesion Fund and repealing Council Regulation (EC) No. 1084/2006.,European Union,Soil pollution,Regulation (EU) No. 1300/2013 of the European Parliament and of the Council on the Cohesion Fund and repealing Council Regulation (EC) No. 1084/2006.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197015/
Europe,Luxembourg,17/12/2013,Regulation (EU) No. 1300/2013 of the European Parliament and of the Council on the Cohesion Fund and repealing Council Regulation (EC) No. 1084/2006.,European Union,Soil restoration,Regulation (EU) No. 1300/2013 of the European Parliament and of the Council on the Cohesion Fund and repealing Council Regulation (EC) No. 1084/2006.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197015/
Europe,Luxembourg,17/12/2013,Regulation (EU) No. 1301/2013 of the European Parliament and of the Council on the European Regional Development Fund and on specific provisions concerning the Investment for growth and jobs goal and repealing Regulation (EC) No. 1080/2006.,European Union,Soil restoration,Regulation (EU) No. 1301/2013 of the European Parliament and of the Council on the European Regional Development Fund and on specific provisions concerning the Investment for growth and jobs goal and repealing Regulation (EC) No. 1080/2006.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197017/
Europe,Luxembourg,14/12/2016,National Emission Ceilings Directive,European Union,Soil pollution,National Emission Ceilings Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC161484
Europe,Luxembourg,17/05/2017,Mercury Regulation,European Union,Soil pollution,Mercury Regulation,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC166551/
Europe,Luxembourg,5/06/2019,Fertiliser Regulation,European Union,Nutrient Imbalance,Fertiliser Regulation,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC187729
Europe,Luxembourg,5/06/2019,Fertiliser Regulation,European Union,Soil pollution,Fertiliser Regulation,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC187729
Europe,Luxembourg,5/06/2019,Fertiliser Regulation,European Union,Waterlogging,Fertiliser Regulation,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC187729
Europe,Luxembourg,5/07/2023,Annexes to the proposal for a Directive of the European Parliament and of the Council   on Soil Monitoring and Resilience  (Soil Monitoring Law),European Union,Soil conservation,Annexes to the proposal for a Directive of the European Parliament and of the Council on Soil Monitoring and Resilience (Soil Monitoring Law),https://environment.ec.europa.eu/system/files/2023-07/ANNEXES%20to%20the%20proposal%20for%20a%20Directive%20of%20the%20European%20Parliament%20and%20of%20the%20Council_COM_2023_416_final.pdf
Europe,Luxembourg,5/07/2023,Proposal for a Directive of the European Parliament and of the Council on Soil Monitoring and Resilience (Soil Monitoring Law),European Union,Soil conservation,Proposal for a Directive of the European Parliament and of the Council on Soil Monitoring and Resilience (Soil Monitoring Law),https://environment.ec.europa.eu/system/files/2023-07/Proposal%20for%20a%20DIRECTIVE%20OF%20THE%20EUROPEAN%20PARLIAMENT%20AND%20OF%20THE%20COUNCIL%20on%20Soil%20Monitoring%20and%20Resilience_COM_2023_416_final.pdf
Europe,Luxembourg,5/07/2023,Proposal for a Directive of the European Parliament and of the Council on Soil Monitoring and Resilience (Soil Monitoring Law),European Union,Soil monitoring,Proposal for a Directive of the European Parliament and of the Council on Soil Monitoring and Resilience (Soil Monitoring Law),https://environment.ec.europa.eu/system/files/2023-07/Proposal%20for%20a%20DIRECTIVE%20OF%20THE%20EUROPEAN%20PARLIAMENT%20AND%20OF%20THE%20COUNCIL%20on%20Soil%20Monitoring%20and%20Resilience_COM_2023_416_final.pdf
Europe,Luxembourg,5/07/2023,Annexes to the proposal for a Directive of the European Parliament and of the Council   on Soil Monitoring and Resilience  (Soil Monitoring Law),European Union,Soil quality,Annexes to the proposal for a Directive of the European Parliament and of the Council on Soil Monitoring and Resilience (Soil Monitoring Law),https://environment.ec.europa.eu/system/files/2023-07/ANNEXES%20to%20the%20proposal%20for%20a%20Directive%20of%20the%20European%20Parliament%20and%20of%20the%20Council_COM_2023_416_final.pdf
Europe,Luxembourg,5/07/2023,Annexes to the proposal for a Directive of the European Parliament and of the Council   on Soil Monitoring and Resilience  (Soil Monitoring Law),European Union,Soil restoration,Annexes to the proposal for a Directive of the European Parliament and of the Council on Soil Monitoring and Resilience (Soil Monitoring Law),https://environment.ec.europa.eu/system/files/2023-07/ANNEXES%20to%20the%20proposal%20for%20a%20Directive%20of%20the%20European%20Parliament%20and%20of%20the%20Council_COM_2023_416_final.pdf
Europe,Luxembourg,5/07/2023,Proposal for a Directive of the European Parliament and of the Council on Soil Monitoring and Resilience (Soil Monitoring Law),European Union,Soil restoration,Proposal for a Directive of the European Parliament and of the Council on Soil Monitoring and Resilience (Soil Monitoring Law),https://environment.ec.europa.eu/system/files/2023-07/Proposal%20for%20a%20DIRECTIVE%20OF%20THE%20EUROPEAN%20PARLIAMENT%20AND%20OF%20THE%20COUNCIL%20on%20Soil%20Monitoring%20and%20Resilience_COM_2023_416_final.pdf
Europe,Malta,1/12/1999,Malta's National Action Plan for Sustainable Use of Pesticides,National,Soil conservation,Malta's National Action Plan for Sustainable Use of Pesticides,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC191680/
Europe,Malta,1/01/2001,Sludge (Use in Agriculture) Regulation,National,Soil pollution,Sludge (Use in Agriculture) Regulation,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC027919/
Europe,Malta,1/01/2010,Strategic Environmental Assessment Regulations,National,Soil conservation,Strategic Environmental Assessment Regulations,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC099296
Europe,Malta,1/01/2010,Strategic Environmental Assessment Regulations,National,Soil monitoring,Strategic Environmental Assessment Regulations,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC099296
Europe,Malta,1/01/2010,Assessment and Management of Flood Risks,National,Waterlogging,Assessment and Management of Flood Risks,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC096300/
Europe,Malta,1/01/2011,Nitrates Action Programme Malta,National,Soil erosion,Nitrates Action Programme Malta,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC106335/
Europe,Malta,1/01/2011,Nitrates Action Programme Malta,National,Soil pollution,Nitrates Action Programme Malta,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC106335/
Europe,Malta,1/01/2011,Nitrates Action Programme Malta,National,Waterlogging,Nitrates Action Programme Malta,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC106335/
Europe,Malta,1/05/2012,National Climate Change Adaptation Strategy,National,Soil erosion,National Climate Change Adaptation Strategy,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC165082/
Europe,Malta,1/05/2012,National Climate Change Adaptation Strategy,National,Soil pollution,National Climate Change Adaptation Strategy,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC165082/
Europe,Malta,1/05/2012,National Climate Change Adaptation Strategy,National,Waterlogging,National Climate Change Adaptation Strategy,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC165082/
Europe,Malta,1/01/2013,Waste Management (Landfill) Amendment Regulations,National,Soil monitoring,Waste Management (Landfill) Amendment Regulations,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC124175/
Europe,Malta,1/01/2013,Waste Management (Landfill) Amendment Regulations,National,Soil pollution,Waste Management (Landfill) Amendment Regulations,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC124175/
Europe,Malta,1/01/2014,Waste Management Plan for the Maltese Islands.,National,Soil monitoring,Waste Management Plan for the Maltese Islands.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197029/
Europe,Malta,1/01/2014,Waste Management Plan for the Maltese Islands.,National,Soil pollution,Waste Management Plan for the Maltese Islands.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197029/
Europe,Malta,1/01/2015,Water Policy Framework Regulations,National,Salinisation,Water Policy Framework Regulations,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC150946
Europe,Malta,1/01/2015,Water Policy Framework Regulations,National,Waterlogging,Water Policy Framework Regulations,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC150946
Europe,Malta,1/07/2015,Strategic Plan for Environment and Development,National,Soil conservation,Strategic Plan for Environment and Development,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC158315/
Europe,Malta,1/07/2015,Strategic Plan for Environment and Development,National,Soil erosion,Strategic Plan for Environment and Development,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC158315/
Europe,Malta,1/07/2015,Strategic Plan for Environment and Development,National,Waterlogging,Strategic Plan for Environment and Development,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC158315/
Europe,Malta,4/06/1986,Sewage Sludge Directive,European Union,Soil pollution,Sewage Sludge Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC019147/
Europe,Malta,12/12/1991,Nitrates Directive,European Union,Soil pollution,Nitrates Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC019065
Europe,Malta,21/05/1992,Habitat Directive,European Union,Soil conservation,Habitat Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC034772
Europe,Malta,26/04/1999,Council Directive 1999/31/EC on the landfill of waste.,European Union,Soil pollution,Council Directive 1999/31/EC on the landfill of waste.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC038106/
Europe,Malta,26/04/1999,Council Directive 1999/31/EC on the landfill of waste.,European Union,Waterlogging,Council Directive 1999/31/EC on the landfill of waste.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC038106/
Europe,Malta,23/10/2000,Water Framework Directive,European Union,Soil pollution,Water Framework Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC023005/
Europe,Malta,23/10/2000,Water Framework Directive,European Union,Waterlogging,Water Framework Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC023005/
Europe,Malta,27/06/2001,Strategic Environmental Assessment Directive,European Union,Soil conservation,Strategic Environmental Assessment Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC034996/
Europe,Malta,21/04/2004,Environmental Liability Directive,European Union,Soil pollution,Environmental Liability Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC043202/
Europe,Malta,21/04/2004,Environmental Liability Directive,European Union,Soil restoration,Environmental Liability Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC043202/
Europe,Malta,15/03/2006,Waste Management Extractive Industries Directive,European Union,Soil pollution,Waste Management Extractive Industries Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC087096/
Europe,Malta,12/12/2006,Groundwater Directive,European Union,Soil pollution,Groundwater Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC068257/
Europe,Malta,14/03/2007,INSPIRE Directive,European Union,Soil monitoring,INSPIRE Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC188774/
Europe,Malta,23/10/2007,Floods Directive,European Union,Soil sealing,Floods Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC074931/
Europe,Malta,23/10/2007,Floods Directive,European Union,Waterlogging,Floods Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC074931/
Europe,Malta,19/11/2008,Waste Framework Directive,European Union,Soil pollution,Waste Framework Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC083580
Europe,Malta,23/04/2009,CCS Directive,European Union,Soil organic carbon loss,CCS Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC105010/
Europe,Malta,21/10/2009,Pesticides Directive,European Union,Soil pollution,Pesticides Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC113943/
Europe,Malta,24/11/2010,Industrial Emissions Directive,European Union,Soil pollution,Industrial Emissions Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC109066/
Europe,Malta,24/11/2010,Industrial Emissions Directive,European Union,Waterlogging,Industrial Emissions Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC109066/
Europe,Malta,9/03/2011,Regulation (EU) No. 305/2011 of the European Parliament and of the Council laying down harmonised conditions for the marketing of construction products and repealing Council Directive 89/106/EEC.,European Union,Soil pollution,Regulation (EU) No. 305/2011 of the European Parliament and of the Council laying down harmonised conditions for the marketing of construction products and repealing Council Directive 89/106/EEC.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197018/
Europe,Malta,13/12/2011,Environmental Impact Assessment Directive,European Union,Soil conservation,Environmental Impact Assessment Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC109726/
Europe,Malta,13/12/2011,Environmental Impact Assessment Directive,European Union,Soil sealing,Environmental Impact Assessment Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC109726/
Europe,Malta,21/05/2013,LULUCF Decision,European Union,Soil conservation,LULUCF Decision,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC125073/
Europe,Malta,21/05/2013,LULUCF Decision,European Union,Soil organic carbon loss,LULUCF Decision,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC125073/
Europe,Malta,20/11/2013,"Decision No. 1386/2013/EU of the European Parliament and of the Council on a General Union Environment Action Programme to 2020 'Living well, within the limits of our planet'.",European Union,Soil conservation,"Decision No. 1386/2013/EU of the European Parliament and of the Council on a General Union Environment Action Programme to 2020 'Living well, within the limits of our planet'.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC129696/
Europe,Malta,11/12/2013,Regulation (EU) No. 1293/2013 of the European Parliament and of the Council on the establishment of a Programme for the Environment and Climate Action (LIFE) and repealing Regulation (EC) No. 614/2007.,European Union,Soil conservation,Regulation (EU) No. 1293/2013 of the European Parliament and of the Council on the establishment of a Programme for the Environment and Climate Action (LIFE) and repealing Regulation (EC) No. 614/2007.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC129522/
Europe,Malta,17/12/2013,Regulation (EU) No. 1300/2013 of the European Parliament and of the Council on the Cohesion Fund and repealing Council Regulation (EC) No. 1084/2006.,European Union,Soil biodiversity loss,Regulation (EU) No. 1300/2013 of the European Parliament and of the Council on the Cohesion Fund and repealing Council Regulation (EC) No. 1084/2006.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197015/
Europe,Malta,17/12/2013,Regulation (EU) No. 1305/2013 of the European Parliament and of the Council on support for rural development by the European Agricultural Fund for Rural Development (EAFRD) and repealing Council Regulation (EC) No. 1698/2005.,European Union,Soil erosion,Regulation (EU) No. 1305/2013 of the European Parliament and of the Council on support for rural development by the European Agricultural Fund for Rural Development (EAFRD) and repealing Council Regulation (EC) No. 1698/2005.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC129734/
Europe,Malta,17/12/2013,"Regulation (EU) No. 1306/2013 of the European Parliament and of the Council on the financing, management and monitoring of the common agricultural policy and repealing Council Regulations (EEC) No. 352/78, (EC) No. 165/94, (EC) No. 2799/98, (EC) No. 814/2000, (EC) No. 1290/2005 and (EC) No. 485/2008.",European Union,Soil erosion,"Regulation (EU) No. 1306/2013 of the European Parliament and of the Council on the financing, management and monitoring of the common agricultural policy and repealing Council Regulations (EEC) No. 352/78, (EC) No. 165/94, (EC) No. 2799/98, (EC) No. 814/2000, (EC) No. 1290/2005 and (EC) No. 485/2008.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC130015/
Europe,Malta,17/12/2013,"Regulation (EU) No. 1306/2013 of the European Parliament and of the Council on the financing, management and monitoring of the common agricultural policy and repealing Council Regulations (EEC) No. 352/78, (EC) No. 165/94, (EC) No. 2799/98, (EC) No. 814/2000, (EC) No. 1290/2005 and (EC) No. 485/2008.",European Union,Soil organic carbon loss,"Regulation (EU) No. 1306/2013 of the European Parliament and of the Council on the financing, management and monitoring of the common agricultural policy and repealing Council Regulations (EEC) No. 352/78, (EC) No. 165/94, (EC) No. 2799/98, (EC) No. 814/2000, (EC) No. 1290/2005 and (EC) No. 485/2008.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC130015/
Europe,Malta,17/12/2013,Regulation (EU) No. 1305/2013 of the European Parliament and of the Council on support for rural development by the European Agricultural Fund for Rural Development (EAFRD) and repealing Council Regulation (EC) No. 1698/2005.,European Union,Soil organic carbon loss,Regulation (EU) No. 1305/2013 of the European Parliament and of the Council on support for rural development by the European Agricultural Fund for Rural Development (EAFRD) and repealing Council Regulation (EC) No. 1698/2005.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC129734/
Europe,Malta,17/12/2013,Regulation (EU) No. 1301/2013 of the European Parliament and of the Council on the European Regional Development Fund and on specific provisions concerning the Investment for growth and jobs goal and repealing Regulation (EC) No. 1080/2006.,European Union,Soil pollution,Regulation (EU) No. 1301/2013 of the European Parliament and of the Council on the European Regional Development Fund and on specific provisions concerning the Investment for growth and jobs goal and repealing Regulation (EC) No. 1080/2006.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197017/
Europe,Malta,17/12/2013,Regulation (EU) No. 1300/2013 of the European Parliament and of the Council on the Cohesion Fund and repealing Council Regulation (EC) No. 1084/2006.,European Union,Soil pollution,Regulation (EU) No. 1300/2013 of the European Parliament and of the Council on the Cohesion Fund and repealing Council Regulation (EC) No. 1084/2006.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197015/
Europe,Malta,17/12/2013,Regulation (EU) No. 1300/2013 of the European Parliament and of the Council on the Cohesion Fund and repealing Council Regulation (EC) No. 1084/2006.,European Union,Soil restoration,Regulation (EU) No. 1300/2013 of the European Parliament and of the Council on the Cohesion Fund and repealing Council Regulation (EC) No. 1084/2006.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197015/
Europe,Malta,17/12/2013,Regulation (EU) No. 1301/2013 of the European Parliament and of the Council on the European Regional Development Fund and on specific provisions concerning the Investment for growth and jobs goal and repealing Regulation (EC) No. 1080/2006.,European Union,Soil restoration,Regulation (EU) No. 1301/2013 of the European Parliament and of the Council on the European Regional Development Fund and on specific provisions concerning the Investment for growth and jobs goal and repealing Regulation (EC) No. 1080/2006.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197017/
Europe,Malta,14/12/2016,National Emission Ceilings Directive,European Union,Soil pollution,National Emission Ceilings Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC161484
Europe,Malta,17/05/2017,Mercury Regulation,European Union,Soil pollution,Mercury Regulation,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC166551/
Europe,Malta,5/06/2019,Fertiliser Regulation,European Union,Nutrient Imbalance,Fertiliser Regulation,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC187729
Europe,Malta,5/06/2019,Fertiliser Regulation,European Union,Soil pollution,Fertiliser Regulation,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC187729
Europe,Malta,5/06/2019,Fertiliser Regulation,European Union,Waterlogging,Fertiliser Regulation,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC187729
Europe,Malta,5/07/2023,Annexes to the proposal for a Directive of the European Parliament and of the Council   on Soil Monitoring and Resilience  (Soil Monitoring Law),European Union,Soil conservation,Annexes to the proposal for a Directive of the European Parliament and of the Council on Soil Monitoring and Resilience (Soil Monitoring Law),https://environment.ec.europa.eu/system/files/2023-07/ANNEXES%20to%20the%20proposal%20for%20a%20Directive%20of%20the%20European%20Parliament%20and%20of%20the%20Council_COM_2023_416_final.pdf
Europe,Malta,5/07/2023,Proposal for a Directive of the European Parliament and of the Council on Soil Monitoring and Resilience (Soil Monitoring Law),European Union,Soil conservation,Proposal for a Directive of the European Parliament and of the Council on Soil Monitoring and Resilience (Soil Monitoring Law),https://environment.ec.europa.eu/system/files/2023-07/Proposal%20for%20a%20DIRECTIVE%20OF%20THE%20EUROPEAN%20PARLIAMENT%20AND%20OF%20THE%20COUNCIL%20on%20Soil%20Monitoring%20and%20Resilience_COM_2023_416_final.pdf
Europe,Malta,5/07/2023,Proposal for a Directive of the European Parliament and of the Council on Soil Monitoring and Resilience (Soil Monitoring Law),European Union,Soil monitoring,Proposal for a Directive of the European Parliament and of the Council on Soil Monitoring and Resilience (Soil Monitoring Law),https://environment.ec.europa.eu/system/files/2023-07/Proposal%20for%20a%20DIRECTIVE%20OF%20THE%20EUROPEAN%20PARLIAMENT%20AND%20OF%20THE%20COUNCIL%20on%20Soil%20Monitoring%20and%20Resilience_COM_2023_416_final.pdf
